SYSTEM, FRAME, xAxis, yAxis, zAxis
Complex, 2632,-26.008274546067288,28.863627516560406,-182
Complex, 2633,-24.709457765030674,28.97225575509952,-176
Complex, 2634,-22.230699833411784,29.372987481168035,-177
Complex, 2635,-24.78126404764647,26.964592854810345,-182
Complex, 2636,-24.512322043599998,25.571232051647886,-183
Complex, 2637,-24.70847430332375,23.590145626241114,-184
Complex, 2638,-27.043012706778182,25.410898521045876,-186
Complex, 2639,-27.655391483894228,24.868504271226016,-185
Complex, 2640,-30.075095086573697,26.64564911772441,-184
Complex, 2641,-33.16396074693692,25.989280614662047,-187
Complex, 2642,-31.205182292143558,26.940340046965666,-183
Complex, 2643,-30.065409715259005,27.26458170685636,-184
Complex, 2644,-31.064141589024207,28.54028069089969,-184
Complex, 2645,-31.167449502948465,28.301609770364077,-185
Complex, 2646,-34.848008177179764,30.33151505853956,-188
Complex, 2647,-31.69003400512152,30.50423371509133,-185
Complex, 2648,-32.96821283423852,31.172958601096262,-184
Complex, 2649,-32.9336258817584,30.734850866699336,-184
Complex, 2650,-33.899806224552215,30.071176391328912,-185
Complex, 2651,-33.34152389152394,28.16067301077781,-184
Complex, 2652,-34.42639811139097,28.25311443493124,-183
Complex, 2653,-35.83848373043699,27.369326830302978,-185
Complex, 2654,-34.041330365562445,28.419813828359285,-183
Complex, 2655,-35.04242086658232,26.557424383668362,-187
Complex, 2656,-35.40515919074188,26.513462940346592,-186
Complex, 2657,-35.65693562857869,25.26363831975511,-183
Complex, 2658,-37.76820705918205,24.0496828558205,-187
Complex, 2659,-36.41302505571096,22.96758909257595,-186
Complex, 2660,-34.844121734695555,24.49183475696394,-190
Complex, 2661,-32.871319702343364,22.748397307031947,-188
Complex, 2662,-33.37362976528252,21.9239244847328,-185
Complex, 2663,-35.72860395072666,22.61970304563658,-184
Complex, 2664,-31.692048648606235,22.386452334902277,-181
Complex, 2665,-33.20898525569119,20.937015994615468,-187
Complex, 2666,-32.644285733246434,19.887431739034977,-186
Complex, 2667,-32.70871387111471,20.256657003883642,-187
Complex, 2668,-33.4898836388114,19.752010916558948,-186
Complex, 2669,-33.832417634431735,21.289889981750235,-184
Complex, 2670,-31.785182851657225,20.462614063027548,-183
Complex, 2671,-32.5740464499544,21.0131152958108,-181
Complex, 2672,-33.352236584307946,19.859502470814146,-183
Complex, 2673,-35.32165773519666,21.19276344761598,-176
Complex, 2674,-31.751066493260684,19.95423047884866,-174
Complex, 2675,-34.09791493190725,18.350755217137877,-176
Complex, 2676,-36.630819898665514,17.75990904425942,-171
Complex, 2677,-36.78504159854656,18.602968247192432,-171
Complex, 2678,-36.8890170969872,18.497262019371476,-172
Complex, 2679,-33.15493476022293,19.137334248948086,-175
Complex, 2680,-34.16158528923022,17.964771200383254,-175
Complex, 2681,-34.65198361237977,20.16780245995899,-176
Complex, 2682,-34.78725148698666,21.035707059129972,-175
Complex, 2683,-33.38522730145819,19.210160745446572,-176
Complex, 2684,-33.21971180248539,19.21545557021382,-176
Complex, 2685,-35.64485227303716,19.90391960560581,-174
Complex, 2686,-35.08824674625115,18.6058868744925,-177
Complex, 2687,-35.2987328729396,19.57385823449773,-179
Complex, 2688,-36.31204176329373,19.557701716684935,-178
Complex, 2689,-35.715447051634655,17.84811208142326,-178
Complex, 2690,-33.24095849702883,17.067947112131073,-176
Complex, 2691,-33.96432146340037,17.682206617476844,-178
Complex, 2692,-34.237426158800154,17.839198199597124,-179
Complex, 2693,-35.36944682310259,19.693536083485757,-184
Complex, 2694,-33.648879973013315,22.0050786421789,-179
Complex, 2695,-34.03907200507347,20.37193430927862,-182
Complex, 2696,-33.58111234068102,19.8354886996538,-185
Complex, 2697,-32.81648891802251,20.081512548784605,-182
Complex, 2698,-34.088640148090384,21.147985523692263,-182
Complex, 2699,-32.337336569166276,20.976408922065957,-185
Complex, 2700,-30.98922304843103,18.36360245593202,-181
Complex, 2701,-31.61904225425839,21.149689675252752,-182
Complex, 2702,-32.96010717167802,20.99229223283412,-179
Complex, 2703,-34.1341659039204,23.37714218141717,-178
Complex, 2704,-36.559776959206104,24.109370599722773,-182
Complex, 2705,-35.31024125968679,25.231268854248793,-177
Complex, 2706,-35.45024180519934,23.224629529172518,-181
Complex, 2707,-37.062625641111026,21.129491804813814,-183
Complex, 2708,-35.48826023820543,19.180767651382602,-183
Complex, 2709,-36.28233943440589,19.271929785810574,-179
Complex, 2710,-36.79764552243672,18.721299105689592,-176
Complex, 2711,-33.803884451262014,19.187019374379208,-176
Complex, 2712,-36.177999106667485,18.112920183535177,-179
Complex, 2713,-34.85080036063926,18.722177656675683,-179
Complex, 2714,-35.8052961807041,18.322093644473757,-179
Complex, 2715,-34.259445673588615,19.295719825344456,-179
Complex, 2716,-33.75757802265159,19.574366624051464,-181
Complex, 2717,-32.46056108800163,20.669444644489054,-177
Complex, 2718,-32.04464812574141,20.291057736268176,-179
Complex, 2719,-32.9826938617197,21.625894314526896,-178
Complex, 2720,-33.60136680970762,21.84377762249517,-182
Complex, 2721,-32.466276928813706,18.96079213294679,-176
Complex, 2722,-31.295211373584188,19.33057000941966,-178
Complex, 2723,-32.34576242128027,17.111618409841206,-179
Complex, 2724,-32.62927146543283,17.733620234921485,-175
Complex, 2725,-33.18142490761206,16.384079899140776,-172
Complex, 2726,-32.12215548839584,16.55699241770079,-170
Complex, 2727,-32.25130038828301,17.452348795056693,-172
Complex, 2728,-32.25428720087234,16.433512048975565,-174
Complex, 2729,-33.71706820112794,15.533196085087534,-177
Complex, 2730,-33.657548575822055,15.950323306980115,-175
Complex, 2731,-33.156705115093615,13.566618483927805,-174
Complex, 2732,-33.74865563871632,13.468784678015018,-174
Complex, 2733,-32.60483781760339,13.400759551298679,-173
Complex, 2734,-33.081538775231564,13.415316529526402,-169
Complex, 2735,-32.67965839962985,15.170203139132107,-168
Complex, 2736,-30.856375559951218,12.898406418321112,-173
Complex, 2737,-31.640279429335298,14.975760040211489,-174
Complex, 2738,-31.00785880958064,14.968316754749784,-175
Complex, 2739,-33.22660487507246,13.999059811029797,-175
Complex, 2740,-31.654993697584054,13.734721204087483,-178
Complex, 2741,-31.645020306909988,12.385942472223821,-178
Complex, 2742,-31.840119300181513,15.247826486186977,-171
Complex, 2743,-32.803106369794556,16.482600776417776,-171
Complex, 2744,-32.33606163631953,16.805808059782358,-173
Complex, 2745,-30.519594106228986,17.12518235426283,-171
Complex, 2746,-32.70948089788878,17.108789438069913,-173
Complex, 2747,-31.84784695685719,18.714702576853178,-168
Complex, 2748,-33.08467605188829,17.64684094441413,-174
Complex, 2749,-31.361645071641192,18.67301464815542,-173
Complex, 2750,-32.83848378414336,19.282756349353402,-177
Complex, 2751,-32.17309992099181,20.72139391499747,-181
Complex, 2752,-31.868537567439596,23.267495657052713,-177
Complex, 2753,-31.675768368162196,21.523413631263512,-183
Complex, 2754,-31.813588906281897,23.254468451508693,-176
Complex, 2755,-31.692454872285968,22.856945287309937,-181
Complex, 2756,-29.834516364560226,22.412162940447786,-179
Complex, 2757,-30.47273130663563,24.249239770104484,-176
Complex, 2758,-32.46064971003688,22.53108147974928,-178
Complex, 2759,-32.14057396418922,23.961075820780863,-177
Complex, 2760,-32.47052885077399,23.65919472716059,-185
Complex, 2761,-29.936672953199164,24.0120922809474,-184
Complex, 2762,-28.954128528244734,22.859340551656025,-185
Complex, 2763,-27.48555837395977,25.614141853295546,-182
Complex, 2764,-29.23078327025087,26.00574992213362,-185
Complex, 2765,-27.51065669972038,26.498073597695427,-186
Complex, 2766,-28.324102797188402,25.844250111744206,-187
Complex, 2767,-28.528782163069184,29.11406757394982,-181
Complex, 2768,-27.62470333425674,25.623856446642254,-179
Complex, 2769,-30.03706831553497,24.727251159468448,-182
Complex, 2770,-28.487621948840935,26.659760001327378,-179
Complex, 2771,-28.716027268572446,27.404938126048418,-183
Complex, 2772,-29.308356168595758,27.25811871440236,-185
Complex, 2773,-29.906962776696435,27.21258191246933,-186
Complex, 2774,-30.72111964072654,27.463675547610567,-186
Complex, 2775,-32.79464478920123,26.149791979067416,-187
Complex, 2776,-33.08912669169056,26.390029404706674,-188
Complex, 2777,-33.38147856779786,25.12236567173747,-189
Complex, 2778,-33.70745070924536,23.673089218360413,-191
Complex, 2779,-33.18760697604498,24.227165378660718,-193
Complex, 2780,-31.43057208977918,24.471521653138613,-190
Complex, 2781,-30.398567268312345,23.75934104629499,-191
Complex, 2782,-30.23183897283448,23.910060795086352,-193
Complex, 2783,-31.134586288630327,23.75087756423588,-193
Complex, 2784,-30.37483893932647,21.609432242503697,-195
Complex, 2785,-31.149394538637896,22.92991387627844,-194
Complex, 2786,-30.96813440760679,22.875788453100412,-192
Complex, 2787,-33.59039232900086,24.801654996709217,-194
Complex, 2788,-33.22297220900257,23.511264162677897,-195
Complex, 2789,-31.325489761532033,23.702598637714505,-196
Complex, 2790,-32.52977139281907,23.85651272414169,-196
Complex, 2791,-32.451318819341836,24.59860621545703,-193
Complex, 2792,-29.699613337079903,23.92035820082091,-194
Complex, 2793,-31.695489987234733,23.01926047777721,-195
Complex, 2794,-31.331660271725838,23.098611647505557,-199
Complex, 2795,-33.13825857417342,24.546536426041968,-195
Complex, 2796,-33.16382875833153,23.86724188778497,-200
Complex, 2797,-33.54558429420234,22.99883919654031,-202
Complex, 2798,-32.43576638780362,23.5730609419537,-202
Complex, 2799,-31.55079475620456,23.112594647766386,-196
Complex, 2800,-31.175983483033313,23.467630821434764,-198
Complex, 2801,-32.14772667750797,21.60505437322249,-194
Complex, 2802,-34.27370767346958,21.965353447366002,-193
Complex, 2803,-31.62839422003843,22.071917864784425,-193
Complex, 2804,-32.636010368245344,22.345403078969564,-198
Complex, 2805,-33.22490460993603,22.077282758670375,-201
Complex, 2806,-31.094325325201236,20.399134730560192,-204
Complex, 2807,-30.82751091935628,19.505266551001856,-205
Complex, 2808,-29.529689931624706,19.7508189267169,-207
Complex, 2809,-29.101668736755812,19.824114824039853,-208
Complex, 2810,-30.82566448524017,22.3267917525104,-205
Complex, 2811,-32.18244496116903,20.11773006911157,-208
Complex, 2812,-32.65580045790069,21.43188205386133,-206
Complex, 2813,-33.327991388372986,19.653565257951467,-208
Complex, 2814,-35.612578271917215,19.38532067488048,-209
Complex, 2815,-35.32360426501407,21.423029660559518,-206
Complex, 2816,-34.435910236754886,19.38439551954769,-206
Complex, 2817,-34.1914560772997,18.251044988737988,-206
Complex, 2818,-35.2910684154097,18.095663387677746,-209
Complex, 2819,-35.209729378638194,19.555105561109226,-206
Complex, 2820,-36.76791699211519,22.188690220108267,-206
Complex, 2821,-33.235986240101525,21.941285314840083,-205
Complex, 2822,-34.469823513811214,19.914455577184928,-205
Complex, 2823,-35.75341315392973,19.21336506838139,-207
Complex, 2824,-35.71379413986774,20.739399568490953,-206
Complex, 2825,-35.764927751326624,21.558676863586076,-206
Complex, 2826,-35.663973279285706,20.07513014664739,-207
Complex, 2827,-35.827733935334685,20.155865014657856,-206
Complex, 2828,-37.24867793942404,17.604976534348463,-209
Complex, 2829,-35.666636081305974,17.68403639877518,-208
Complex, 2830,-34.11209829195835,19.862306076067554,-206
Complex, 2831,-35.308378238541316,18.81175500355562,-209
Complex, 2832,-34.681263410158635,17.00465424862727,-209
Complex, 2833,-33.66734474401176,16.745317155317238,-208
Complex, 2834,-34.40901986564529,19.980452797351198,-208
Complex, 2835,-31.90728680579354,19.603825480832793,-206
Complex, 2836,-31.1085503222714,18.874361006856212,-209
Complex, 2837,-29.832077262641146,18.629423068021595,-206
Complex, 2838,-29.898640898892438,18.377103661961314,-208
Complex, 2839,-31.225576102954825,18.84243672369671,-208
Complex, 2840,-30.548697284804298,19.57061962404812,-205
Complex, 2841,-31.050043848780902,20.97399859204367,-204
Complex, 2842,-32.03638415281578,20.101108043990983,-206
Complex, 2843,-32.49521281345218,18.81491918215341,-209
Complex, 2844,-30.145014597769716,20.387222299929874,-204
Complex, 2845,-30.02838944020203,19.27586704059205,-206
Complex, 2846,-28.9540978361468,20.14290929808784,-205
Complex, 2847,-30.814575275018395,20.659764075455644,-207
Complex, 2848,-31.576750553870735,21.955312973051846,-205
Complex, 2849,-31.158747772101254,19.751223959395702,-210
Complex, 2850,-30.18884927515642,19.2960026011902,-209
Complex, 2851,-28.88191577934439,18.53759024849485,-212
Complex, 2852,-27.961794022084295,19.45150121872461,-213
Complex, 2853,-27.75005737632873,20.689001555030824,-207
Complex, 2854,-27.213182546906047,20.011165752837602,-205
Complex, 2855,-28.083540191923777,20.020253915611214,-201
Complex, 2856,-29.950881738839193,18.176149518633416,-204
Complex, 2857,-31.138850105019014,16.826704029241117,-204
Complex, 2858,-30.433747326163914,17.863741354174344,-200
Complex, 2859,-33.68281451551626,16.30008018735278,-201
Complex, 2860,-32.54917144196488,15.071350617635128,-207
Complex, 2861,-31.835041550786503,16.822044444340015,-205
Complex, 2862,-30.649486439281336,14.917734016271949,-207
Complex, 2863,-31.634192991411087,15.467175047832976,-207
Complex, 2864,-31.38046425463717,13.997789966491002,-206
Complex, 2865,-31.180024324997813,14.927554499353604,-206
Complex, 2866,-30.622244030344635,15.274995843796406,-204
Complex, 2867,-31.179385215545665,13.647151826866443,-210
Complex, 2868,-32.11167524878558,13.252200902184272,-209
Complex, 2869,-31.64927524962947,11.119695772534183,-205
Complex, 2870,-32.195043210488684,12.24063213616915,-207
Complex, 2871,-33.273817718221565,13.353339677411169,-208
Complex, 2872,-32.30917049511285,14.87914739656138,-207
Complex, 2873,-33.58350352363726,15.716488977935926,-208
Complex, 2874,-32.27365240888618,17.836004290977378,-208
Complex, 2875,-31.93367656291219,19.081344595065552,-209
Complex, 2876,-32.246548541826066,18.89818669929038,-208
Complex, 2877,-33.417649805428134,16.578094047087202,-209
Complex, 2878,-32.44016164818985,19.91700840518533,-206
Complex, 2879,-33.741664296225416,20.44661701566355,-206
Complex, 2880,-34.163764327839964,20.687178386911445,-207
Complex, 2881,-36.108780611613206,22.839442136381656,-207
Complex, 2882,-36.54560684555871,24.578435392516468,-204
Complex, 2883,-36.723719013506226,22.688450624802982,-205
Complex, 2884,-34.74269270528771,22.5258792019619,-207
Complex, 2885,-32.47202435682941,20.886116635710223,-206
Complex, 2886,-32.75956717118814,21.622092398190627,-205
Complex, 2887,-32.777288815517366,22.48011961402686,-202
Complex, 2888,-33.9757431493991,22.896570746699098,-203
Complex, 2889,-33.36879308596624,21.41340263820474,-202
Complex, 2890,-32.3811124021612,20.196399748493565,-206
Complex, 2891,-34.77537429105684,19.42287546842077,-208
Complex, 2892,-36.32198776474907,21.101894154135387,-205
Complex, 2893,-35.539911754287495,22.977165086547753,-199
Complex, 2894,-35.55265780290344,21.204119712787953,-200
Complex, 2895,-36.47916188985872,22.540692898896015,-200
Complex, 2896,-34.2894906537551,21.57200707503444,-199
Complex, 2897,-34.08295795445562,21.91430232044094,-199
Complex, 2898,-33.78552683874055,23.979758833084116,-197
Complex, 2899,-34.95548410552178,25.096779609949223,-195
Complex, 2900,-33.91142975237781,26.287115494714733,-194
Complex, 2901,-35.06645671930277,26.07330011188697,-195
Complex, 2902,-34.91028573799638,26.8272282103648,-194
Complex, 2903,-34.82696681671667,26.291873261164096,-192
Complex, 2904,-32.85039228024594,25.884614002686778,-193
Complex, 2905,-35.479794116928616,24.527082918303385,-198
Complex, 2906,-35.7546188313192,24.468757354674327,-193
Complex, 2907,-36.917312508279345,22.80402402831081,-196
Complex, 2908,-36.13106305073551,21.335215314486497,-198
Complex, 2909,-35.68461126379802,20.726932873221028,-196
Complex, 2910,-35.81678864633052,17.97559398064664,-203
Complex, 2911,-35.727882162800185,17.809564176535535,-203
Complex, 2912,-38.27938782490881,19.58718251745331,-205
Complex, 2913,-40.753139963534586,20.999573615112823,-205
Complex, 2914,-41.58332661739189,21.775763511152675,-207
Complex, 2915,-42.650822026645216,20.952503695437223,-205
Complex, 2916,-41.53067083857805,19.795843227616746,-205
Complex, 2917,-39.43812651545438,20.18235612732917,-206
Complex, 2918,-38.476345546795024,20.545777822891598,-204
Complex, 2919,-37.41484558996414,22.062951604733996,-202
Complex, 2920,-35.781556429386235,22.3285546684132,-201
Complex, 2921,-33.99596897764848,19.25402208062097,-199
Complex, 2922,-34.36467055498462,20.231536782915583,-197
Complex, 2923,-35.84220161328495,20.46072793546798,-192
Complex, 2924,-35.936199622353236,21.367192883830835,-194
Complex, 2925,-37.979957147196004,21.710265325055907,-195
Complex, 2926,-37.543696775547076,20.855567708070904,-192
Complex, 2927,-35.99178165354077,21.333518113236615,-190
Complex, 2928,-33.759443636568776,21.641022443962797,-189
Complex, 2929,-31.41619577245294,22.350024832956787,-191
Complex, 2930,-30.831178955475192,23.30745582386773,-195
Complex, 2931,-30.86389425536702,22.4787397693616,-191
Complex, 2932,-30.04324019708724,22.359219561362746,-193
Complex, 2933,-33.261339099754586,22.306553567714605,-194
Complex, 2934,-33.8838869412343,20.6173811877109,-195
Complex, 2935,-35.487818259219324,21.084814182695897,-196
Complex, 2936,-36.234198303253045,20.22898471694879,-197
Complex, 2937,-36.4344529758591,20.17905847809488,-198
Complex, 2938,-36.34937809627892,22.334967807725594,-200
Complex, 2939,-33.530048780879966,21.82930487801823,-200
Complex, 2940,-33.924184970718464,23.507823935846634,-200
Complex, 2941,-34.884145831844066,22.62101583914203,-202
Complex, 2942,-34.465741901221804,20.252848343358526,-201
Complex, 2943,-34.78433647069957,21.33571441308374,-199
Complex, 2944,-34.032632381821266,21.784042161492415,-202
Complex, 2945,-36.09648968444009,20.749569841596607,-202
Complex, 2946,-35.42631155230596,20.779029652899794,-202
Complex, 2947,-36.868056813976054,20.371717526541193,-203
Complex, 2948,-36.261339182350916,22.035890186728636,-200
Complex, 2949,-38.17695312759782,20.200857103865562,-201
Complex, 2950,-38.67883219942068,20.593795328055144,-201
Complex, 2951,-37.80449718461438,21.786356979171043,-195
Complex, 2952,-39.45596353557398,20.908380444438635,-198
Complex, 2953,-38.422847647451995,22.45098604416409,-199
Complex, 2954,-39.234486683498794,20.73518412268279,-202
Complex, 2955,-39.14236992189532,20.85042438474883,-200
Complex, 2956,-39.47698362630322,21.61935790157048,-200
Complex, 2957,-38.345201163287335,20.019885110405774,-201
Complex, 2958,-39.773932741193875,19.39231323031828,-203
Complex, 2959,-39.19316592463129,17.779179606869004,-204
Complex, 2960,-37.88308857113362,16.90542030313852,-201
Complex, 2961,-35.3584812798425,16.960108581892438,-200
Complex, 2962,-35.4692984617948,18.248242860203586,-200
Complex, 2963,-34.63944935206071,18.004185411996534,-202
Complex, 2964,-36.73846336299283,17.43588362668029,-201
Complex, 2965,-35.44489735357127,17.75810202877409,-199
Complex, 2966,-34.882741128836415,19.32719401117723,-197
Complex, 2967,-35.55516866966385,20.876163927334638,-198
Complex, 2968,-35.97560583056012,18.951760739858877,-199
Complex, 2969,-37.19309904914307,17.00089351925486,-198
Complex, 2970,-36.073214295168,14.871780059301559,-200
Complex, 2971,-36.131630079967884,18.228705422720203,-197
Complex, 2972,-35.77230533372692,18.323192754072164,-197
Complex, 2973,-35.525968589436275,20.200329576915898,-197
Complex, 2974,-35.37623610975914,19.923761636155934,-194
Complex, 2975,-37.17256919168748,19.60923452602173,-197
Complex, 2976,-37.4070825995046,19.41475870229719,-194
Complex, 2977,-38.64567124592356,21.53749432646257,-195
Complex, 2978,-37.24106330005442,20.381276720192208,-202
Complex, 2979,-36.72822134260482,21.087428100305306,-202
Complex, 2980,-36.5179622057154,21.06763513529405,-203
Complex, 2981,-37.96941973225668,20.532145563061796,-209
Complex, 2982,-37.694868044912496,21.99314682640107,-206
Complex, 2983,-37.00643059326913,21.219380052927352,-205
Complex, 2984,-35.35241513262649,20.797626906835106,-207
Complex, 2985,-34.146385379566894,21.585439059746335,-207
Complex, 2986,-32.762029601407406,21.784739299882002,-203
Complex, 2987,-31.399109329218653,21.444618626822695,-204
Complex, 2988,-30.000049354274054,21.292741553014704,-201
Complex, 2989,-30.914313354401298,18.745443727915923,-204
Complex, 2990,-29.856621001541303,20.13173126989305,-205
Complex, 2991,-30.97234743627257,18.073427546782252,-204
Complex, 2992,-32.41081265646259,17.44421531828895,-205
Complex, 2993,-32.706074700655904,17.978930686677668,-204
Complex, 2994,-32.05318322510443,16.647756601447753,-207
Complex, 2995,-33.107158495603024,18.50558432161055,-203
Complex, 2996,-33.32949982415454,19.65278516843737,-205
Complex, 2997,-32.94883267893957,16.48804442596351,-208
Complex, 2998,-32.122735838054524,16.773131011929163,-203
Complex, 2999,-31.56391257192837,15.89516771123475,-203
Complex, 3000,-30.860726957119777,18.048742244593377,-203
Complex, 3001,-32.33968953276848,16.306705747636187,-203
Complex, 3002,-31.962075892926446,14.104120475220105,-205
Complex, 3003,-31.98425937375527,11.688196532401223,-209
Complex, 3004,-32.289277969277435,10.355125886901197,-213
Complex, 3005,-31.099790305887733,9.160397996371241,-213
Complex, 3006,-30.607998075388387,7.523074334250259,-211
Complex, 3007,-30.232281799154865,7.125576832247484,-209
Complex, 3008,-31.18013748727586,7.678562250904835,-208
Complex, 3009,-31.17953808310194,6.541131519381723,-209
Complex, 3010,-32.770806617679476,7.003894398313024,-207
Complex, 3011,-32.59651240380995,5.137480222512878,-210
Complex, 3012,-31.976667451807856,6.214761894767989,-211
Complex, 3013,-29.723030782646198,5.79545879643702,-212
Complex, 3014,-29.26040754600377,5.871803732035018,-210
Complex, 3015,-30.770859464067087,5.155441286739584,-210
Complex, 3016,-30.3552303931143,6.813130358885223,-208
Complex, 3017,-29.354107565408754,5.583477994473577,-204
Complex, 3018,-29.19020517312323,5.040935929944682,-208
Complex, 3019,-30.082571753733454,6.011402577151109,-207
Complex, 3020,-30.38089055441934,6.065335542898497,-209
Complex, 3021,-29.369181601928123,4.008151535502587,-214
Complex, 3022,-30.211883900528303,4.4346236531332455,-213
Complex, 3023,-29.086018387954937,3.3799168723115502,-212
Complex, 3024,-28.44226517546415,1.3437434093321539,-215
Complex, 3025,-27.91632767282582,4.751909602872073,-214
Complex, 3026,-27.069915489768544,4.995519571180331,-214
Complex, 3027,-27.872704552138234,6.657492324178958,-214
Complex, 3028,-26.349628804945418,6.439157176933786,-214
Complex, 3029,-27.276106061073065,7.30263938144367,-211
Complex, 3030,-27.722775848242065,7.654585775215682,-212
Complex, 3031,-29.189442132431633,8.096916414768849,-216
Complex, 3032,-29.289168769357584,9.661474681550672,-216
Complex, 3033,-30.7737969789736,10.427831734253603,-214
Complex, 3034,-27.717627157581973,8.166311503904424,-215
Complex, 3035,-27.57107979351073,7.657280346324838,-218
Complex, 3036,-28.416999136343364,8.789780657921265,-216
Complex, 3037,-30.0741082981298,9.9316497397435,-217
Complex, 3038,-30.839814700177374,10.526249383960845,-216
Complex, 3039,-32.71700903830424,10.565637666473295,-215
Complex, 3040,-33.9416941794282,9.395052666752642,-213
Complex, 3041,-33.23678153875584,9.656477301461006,-216
Complex, 3042,-31.722910526201826,10.204171170635869,-214
Complex, 3043,-31.527326931287174,10.726875074717137,-213
Complex, 3044,-29.808084508412538,11.243554243967955,-217
Complex, 3045,-31.417721652257317,12.699337454249783,-216
Complex, 3046,-31.608053717201994,13.361753425350017,-216
Complex, 3047,-31.923696844233085,14.632690143406943,-218
Complex, 3048,-31.649410010807475,15.083727533420454,-220
Complex, 3049,-31.276770547383705,13.89310442965547,-223
Complex, 3050,-30.899168384356972,15.900905500654869,-222
Complex, 3051,-32.41553869177128,14.744119125607371,-223
Complex, 3052,-31.0385527288211,16.2805204345562,-220
Complex, 3053,-30.64986594046694,17.099712111884998,-215
Complex, 3054,-33.30360399466478,19.047955895734958,-215
Complex, 3055,-33.48595004359181,19.81845940155395,-212
Complex, 3056,-32.47224849388878,18.141450217583834,-213
Complex, 3057,-31.656007697484103,16.43011556979681,-217
Complex, 3058,-29.0748323678342,17.31888898098278,-215
Complex, 3059,-30.939402945051732,18.831940058371618,-215
Complex, 3060,-29.485814967863995,18.211561995678565,-215
Complex, 3061,-29.618188356983918,17.6392722248839,-213
Complex, 3062,-29.055290453468135,21.15808263195844,-209
Complex, 3063,-28.488181604049863,21.0132790841417,-208
Complex, 3064,-28.578909488099857,21.847211677890826,-209
Complex, 3065,-29.414350049965144,20.760499184827225,-207
Complex, 3066,-29.484031545502376,19.13704012443715,-207
Complex, 3067,-29.287798898540252,18.584073366167427,-206
Complex, 3068,-29.4564210727511,19.29047693089433,-205
Complex, 3069,-30.540162701397303,21.128517850702625,-206
Complex, 3070,-28.98402000482589,21.818326474669874,-206
Complex, 3071,-31.407434484067025,19.808178580119485,-207
Complex, 3072,-30.364366944630657,19.94531945272217,-208
Complex, 3073,-29.890709903919173,21.677810073285638,-208
Complex, 3074,-26.85924747180697,22.35668157636593,-208
Complex, 3075,-27.538516027458034,22.222463189526042,-205
Complex, 3076,-26.91694987917198,22.762324152215875,-208
Complex, 3077,-26.420829998266925,21.545712702205805,-208
Complex, 3078,-25.371839681505662,21.20317243906297,-209
Complex, 3079,-25.911330744226944,20.871128579918157,-210
Complex, 3080,-25.784862519852638,21.88137498848413,-206
Complex, 3081,-28.064049489192044,20.624527512947935,-209
Complex, 3082,-28.461583678254364,18.854426417483136,-210
Complex, 3083,-30.699047999098354,20.787235730871124,-210
Complex, 3084,-29.257568885252677,19.631480310422106,-209
Complex, 3085,-31.04235579173061,17.804294428895894,-210
Complex, 3086,-29.198675228629714,19.422298799735916,-209
Complex, 3087,-28.29781129878142,18.806083868600016,-210
Complex, 3088,-27.04076732448427,19.938568553873015,-203
Complex, 3089,-27.650852882786335,19.541251334882507,-204
Complex, 3090,-28.44445998592922,20.70373421483824,-201
Complex, 3091,-29.999237701194733,19.61029595375584,-200
Complex, 3092,-28.865191860894644,20.209452248248525,-199
Complex, 3093,-30.137878555920803,20.902302060692065,-201
Complex, 3094,-31.78823037358973,20.919376090240313,-200
Complex, 3095,-28.764452927720356,22.577889527770814,-197
Complex, 3096,-29.308213859823258,21.367020556971752,-203
Complex, 3097,-29.38731019003667,19.938181579091516,-207
Complex, 3098,-29.03348171195061,19.647036709859766,-207
Complex, 3099,-27.71716410010855,19.138791150826837,-212
Complex, 3100,-28.012841286457743,19.354570628562666,-215
Complex, 3101,-27.017010106122022,20.791827748381273,-215
Complex, 3102,-26.160882254186838,21.28987194029337,-213
Complex, 3103,-25.289328885033953,19.827425641517294,-213
Complex, 3104,-26.76960788028713,18.610061883079325,-212
Complex, 3105,-26.83123838826518,18.327703412641817,-216
Complex, 3106,-27.731786723089325,20.352839733037722,-214
Complex, 3107,-28.213524736714884,23.484758181670554,-209
Complex, 3108,-25.845419837812685,22.582074651591917,-209
Complex, 3109,-25.269786836704785,23.317538108716136,-209
Complex, 3110,-27.32462380091092,23.892803962651012,-208
Complex, 3111,-28.5042717967933,23.51925346748653,-207
Complex, 3112,-28.039628301860176,24.090242065985652,-211
Complex, 3113,-29.061672710599282,25.65233167064324,-211
Complex, 3114,-29.06031255740533,24.418209262552292,-212
Complex, 3115,-27.92110157809976,23.87960900954321,-212
Complex, 3116,-30.07969948173607,26.75983847900545,-210
Complex, 3117,-32.58609839008,26.557439946631593,-214
Complex, 3118,-32.68910778235868,26.604071454950063,-216
Complex, 3119,-32.499652369170384,25.60791557155396,-217
Complex, 3120,-31.990866558514746,24.36988951493939,-213
Complex, 3121,-33.24980628382542,24.34183773541521,-214
Complex, 3122,-32.49478155872353,25.579936255973646,-213
Complex, 3123,-33.790740656719116,25.661406305370978,-213
Complex, 3124,-33.9847174136518,26.33801800585607,-212
Complex, 3125,-33.0542923503972,26.11397088804474,-211
Complex, 3126,-33.42834568249251,27.377300543644346,-210
Complex, 3127,-34.29821582490822,25.15655021287875,-216
Complex, 3128,-35.0388515440755,24.776344292290148,-220
Complex, 3129,-35.99934701360314,23.679877904751237,-220
Complex, 3130,-35.11818479738928,22.857115532400833,-216
